Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
Honda,WR-V [2017-2020],VX MT Petrol,Manual,Petrol,665000,44203,6,Mumbai
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,485000,29002,6,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,359700,76928,9,Mumbai
Maruti Suzuki,Baleno [2019-2022],Alpha,Manual,Petrol,579200,88152,6,Mumbai
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,502600,52544,8,Mumbai
Renault,Kwid [2015-2019],RXT Opt [2015-2019],Manual,Petrol,445900,31238,4,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,282600,76296,10,Mumbai
Hyundai,Santro,Era,Manual,Petrol,441300,11434,5,Mumbai
Maruti Suzuki,Eeco [2010-2022],5 STR,Manual,Petrol,211300,64285,10,Mumbai
Maruti Suzuki,Ertiga,LXi,Manual,Petrol,444100,74975,9,Mumbai
Maruti Suzuki,Ciaz [2014-2017],VDi SHVS,Manual,Diesel,458200,72101,8,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,317500,70860,10,Mumbai
Tata,Nexon [2017-2020],XM,Manual,Petrol,794000,7650,2,Mumbai
Hyundai,Elite i20 [2014-2015],Magna 1.2,Manual,Petrol,471300,26224,8,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,898000,21623,2,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,720000,68000,9,Mumbai
Maruti Suzuki,Ciaz [2014-2017],ZXi,Manual,Petrol,587500,59000,7,Mumbai
Maruti Suzuki,Ignis,Delta 1.2 MT,Manual,Petrol,495300,30000,5,Mumbai
Maruti Suzuki,Baleno [2015-2019],Alpha 1.3,Manual,Diesel,505300,73436,7,Mumbai
Honda,CR-V [2013-2018],2.0L 2WD AT,Automatic,Petrol,1965000,28000,5,Mumbai
Ford,Endeavour,Titanium Plus 3.2 4x4 AT,Automatic,Diesel,3865000,16000,4,Mumbai
Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,Automatic (DCT),Petrol,914000,7000,5,Mumbai
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,436800,55182,10,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,1072000,45000,7,Mumbai
Maruti Suzuki,S-Presso,VXi,Manual,Petrol,513200,4296,5,Mumbai
Honda,Jazz,V,Manual,Petrol,525800,25602,7,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 Petrol,Manual,Petrol,893000,60529,5,Mumbai
Maruti Suzuki,Ertiga,ZXi,Manual,Petrol,818000,40677,5,Mumbai
Tata,Altroz,XZ Petrol,Manual,Petrol,730000,71356,4,Mumbai
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,507300,89000,7,Mumbai
Hyundai,Grand i10,Magna 1.2 Kappa VTVT,Manual,Petrol,429500,45213,6,Mumbai
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,474400,33929,8,Mumbai
Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,Manual,Petrol,661000,11942,2,Mumbai
Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,Manual,Petrol,659000,28444,2,Mumbai
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,473900,48814,8,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT (O) [2016-2017],Automatic,Petrol,478600,62536,9,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Manual,Petrol,642600,75175,7,Mumbai
Tata,Tigor,XZ,Manual,Petrol,685000,39046,3,Mumbai
Toyota,Glanza,E,Manual,Petrol,537200,15816,5,Mumbai
Honda,WR-V [2017-2020],S MT Diesel,Manual,Diesel,550500,71092,7,Mumbai
Honda,WR-V [2017-2020],VX MT Petrol,Manual,Petrol,799000,42897,4,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,890000,50441,6,Mumbai
Maruti Suzuki,Baleno [2015-2019],Alpha 1.2,Manual,Petrol,586400,51655,5,Mumbai
Tata,Tiago,XT,Manual,Petrol,548800,42969,4,Mumbai
Hyundai,Elite i20 [2014-2015],Asta 1.2,Manual,Petrol,418400,42817,8,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,445500,84003,9,Mumbai
Skoda,Superb [2014-2016],Elegance TSI AT,Automatic,Petrol,821000,42000,9,Mumbai
Hyundai,Creta [2015-2017],1.6 S Petrol,Manual,Petrol,719000,45568,8,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,899000,11900,2,Mumbai
Maruti Suzuki,Baleno [2015-2019],Delta 1.2,Manual,Petrol,473400,62766,8,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],ZDI,Manual,Diesel,445200,113423,10,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,889000,57206,6,Mumbai
Hyundai,i20 [2010-2012],Sportz 1.4 CRDI,Manual,Diesel,427000,72000,10,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,898000,18598,2,Mumbai
MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Automatic (DCT),Petrol,1393000,20465,3,Mumbai
Hyundai,Xcent,E,Manual,Petrol,308900,64152,9,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,450600,47322,7,Mumbai
Honda,Jazz,V,Manual,Petrol,631500,46371,5,Mumbai
Volkswagen,Vento [2015-2019],Highline Plus 1.5 AT (D) 16 Alloy,Automatic,Diesel,826000,70205,6,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VDI SHVS,Manual,Diesel,524800,83215,8,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,282900,65485,10,Mumbai
Maruti Suzuki,S-Presso,VXi,Manual,Petrol,489500,12655,3,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,Petrol,456500,62869,9,Mumbai
Mahindra,TUV300,T8,Manual,Diesel,524800,62863,8,Mumbai
Toyota,Innova [2009-2012],2.5 VX 7 STR,Manual,Diesel,604500,152698,9,Mumbai
Toyota,Innova Crysta [2016-2020],Touring Sport Diesel MT,Manual,Diesel,1695000,94000,7,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,276700,69665,10,Mumbai
Honda,Amaze [2018-2021],1.2 V CVT Petrol,Automatic (CVT),Petrol,609200,53000,6,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,1122000,36000,4,Mumbai
Hyundai,i10 [2007-2010],Sportz 1.2,Manual,Petrol,277800,51417,8,Mumbai
Audi,A4 [2013-2016],2.0 TDI (177bhp) Premium,Automatic,Diesel,1147000,58000,10,Mumbai
Datsun,GO,D,Manual,Petrol,218200,23000,9,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,1112000,55000,7,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,302700,84000,9,Mumbai
Maruti Suzuki,Ertiga [2012-2015],VXi,Manual,Petrol,452300,66000,10,Mumbai
Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Automatic,Diesel,1371000,77000,9,Mumbai
Hyundai,Santa Fe [2011-2014],4 WD,Manual,Diesel,1026000,62000,10,Mumbai
Hyundai,Venue [2019-2022],SX 1.4 CRDi,Manual,Diesel,691000,39550,5,Mumbai
Honda,Amaze [2013-2016],1.2 VX AT i-VTEC,Automatic,Petrol,629000,13000,5,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,Petrol,426100,67376,10,Mumbai
Skoda,Rapid [2014-2015],1.6 MPI Ambition Plus,Manual,Petrol,544200,43821,7,Mumbai
Volkswagen,Polo,GT,Automatic (TC),Petrol,546600,68000,9,Mumbai
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),2095000,32000,6,Delhi
Toyota,Camry,Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),2095000,32000,6,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,447300,76000,6,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,950000,44000,6,Mumbai
Maruti Suzuki,Swift,ZXi,Manual,Petrol,544500,61000,6,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 AT Petrol,Automatic,Petrol,891000,38346,6,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,583200,69522,6,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,283000,60435,10,Mumbai
Maruti Suzuki,Ciaz [2017-2018],Alpha 1.4 AT,Automatic,Petrol,717000,29800,6,Mumbai
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,1875000,32000,6,Chandigarh
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,2167000,32000,6,Delhi
Toyota,Fortuner [2016-2021],2.8 4x4 AT,Automatic (TC),Diesel,2167000,32000,6,Mumbai
Mahindra,XUV500,W9,Manual,Diesel,1097000,107000,6,Mumbai
Honda,Mobilio,V Petrol,Manual,Petrol,511000,84000,9,Mumbai
Toyota,Innova Crysta [2016-2020],2.8 GX AT 7 STR [2016-2020],Automatic,Diesel,1113000,92000,6,Mumbai
Maruti Suzuki,Baleno,Alpha AGS,Automatic (AMT),Petrol,1108000,13026,1,Mumbai
Hyundai,Venue,S 1.2 Petrol,Manual,Petrol,851000,20000,3,Mumbai
Toyota,Corolla Altis [2014-2017],VL AT Petrol,Automatic (CVT),Petrol,1047000,40000,7,Mumbai
Hyundai,Creta [2020-2023],SX (O) 1.4 Turbo 7 DCT,Automatic (DCT),Petrol,1385000,30500,3,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x4 AT,Automatic,Diesel,1720000,150000,8,Mumbai
Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,Automatic (DCT),Petrol,1097000,23018,3,Mumbai
BMW,X5 [2012-2014],xDrive 30d,Automatic,Diesel,5419000,62000,6,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,506900,80000,7,Mumbai
Audi,A6[2011-2015],2.0 TDI Premium,Automatic,Diesel,1317000,80000,10,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VXi,Manual,Petrol,462700,79000,8,Mumbai
Tata,Nano,Twist XT,Manual,Petrol,134100,25800,9,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],VDi,Manual,Diesel,546200,43000,6,Mumbai
Hyundai,Creta [2018-2019],S 1.6 AT CRDi,Automatic,Diesel,851000,38000,6,Mumbai
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,3010000,31000,3,Mumbai
Mahindra,XUV500,W9,Manual,Diesel,1221000,68000,6,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,807000,72000,6,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],VDi,Manual,Diesel,547000,28000,6,Mumbai
Maruti Suzuki,Ertiga [2015-2018],ZDI + SHVS,Manual,Diesel,703000,49000,6,Mumbai
Tata,Safari [2021-2023],XZ,Manual,Diesel,1990000,14500,1,Mumbai
Mahindra,TUV300,T8,Manual,Diesel,574400,68000,7,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,898000,20600,2,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,673300,55217,8,Mumbai
Toyota,Urban Cruiser,Mid Grade AT,Automatic (TC),Petrol,945000,28815,3,Mumbai
Audi,Q3 [2012-2015],2.0 TDI quattro Premium,Automatic,Diesel,1405000,60000,10,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1221000,32000,3,Mumbai
Hyundai,Venue [2019-2022],SX Plus 1.0 Turbo DCT,Automatic (DCT),Petrol,997000,57000,4,Mumbai
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,502900,45000,8,Mumbai
Honda,Amaze [2013-2016],1.2 S i-VTEC,Manual,Petrol,438900,65000,9,Mumbai
Hyundai,Xcent,E,Manual,Petrol,308700,72000,9,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VDI,Manual,Diesel,506300,65000,7,Mumbai
Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,Manual,Petrol,600500,22000,3,Mumbai
Skoda,Rapid,Style 1.5 TDI,Manual,Diesel,595400,51000,8,Mumbai
Honda,WR-V [2017-2020],VX MT Petrol,Manual,Petrol,1056000,5300,1,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1310000,5000,1,Mumbai
Kia,Carnival,Prestige 6 STR,Automatic (TC),Diesel,1341000,97000,4,Mumbai
BMW,X1 [2010-2012],sDrive20d,Automatic,Diesel,917000,82000,10,Mumbai
Mahindra,TUV300,T6 Plus,Manual,Diesel,487800,55000,8,Mumbai
Hyundai,Xcent,E,Manual,Petrol,308900,63000,9,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,494600,28236,6,Mumbai
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,1078000,22000,3,Mumbai
Mahindra,XUV500,W9,Manual,Diesel,972000,110000,7,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,747000,72000,8,Mumbai
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,645000,43965,3,Mumbai
Land Rover,Defender,110 HSE 2.0 Petrol,Automatic (TC),Petrol,11520000,7500,3,Mumbai
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,287700,43000,7,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1152000,21033,2,Mumbai
Skoda,Rapid,Ambition 1.6 MPI,Manual,Petrol,482800,53000,10,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,1017000,77000,5,Mumbai
Nissan,Sunny,XL,Manual,Petrol,513000,23000,10,Mumbai
Toyota,Corolla Altis [2014-2017],G,Manual,Diesel,817000,58000,8,Mumbai
Toyota,Urban Cruiser Hyryder,V Hybrid,Automatic (e-CVT),Hybrid (Electric + Petrol),2038000,23222,1,Mumbai
Toyota,Etios [2010-2013],G,Manual,Petrol,463700,49000,8,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,476200,3506,5,Mumbai
Tata,Altroz,XZA Plus Petrol,Automatic (DCT),Petrol,813000,5300,1,Mumbai
Kia,Seltos [2019-2022],HTX IVT 1.5 [2019-2020],Automatic (CVT),Petrol,1188000,24000,4,Mumbai
Maruti Suzuki,Baleno [2015-2019],Alpha 1.2,Manual,Petrol,483800,57000,7,Mumbai
Maruti Suzuki,Ertiga,VXi,Manual,Petrol,735000,56000,5,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x4 MT,Manual,Diesel,1710000,38000,9,Mumbai
Kia,Seltos [2019-2022],HTX Plus AT 1.5 Diesel,Automatic (TC),Diesel,1240000,108000,5,Mumbai
Skoda,Octavia,L&K 2.0,Automatic (DCT),Petrol,2345000,47000,2,Mumbai
Audi,A6,Technology 45 TFSI,Automatic (DCT),Petrol,4870000,34500,3,Mumbai
Maruti Suzuki,Ertiga [2015-2018],VDI SHVS,Manual,Diesel,694000,58000,5,Mumbai
Honda,Mobilio,S Petrol,Manual,Petrol,446300,60200,9,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,1267000,11712,2,Mumbai
Mahindra,XUV500,W11,Manual,Diesel,1360000,81000,5,Mumbai
Honda,Amaze [2018-2021],1.2 V MT Petrol,Manual,Petrol,548500,37000,6,Mumbai
Toyota,Corolla Altis,G Petrol,Manual,Petrol,797000,70000,7,Delhi
Toyota,Corolla Altis,G Petrol,Manual,Petrol,797000,70000,7,Mumbai
Hyundai,Creta [2018-2019],SX 1.6 (O) Petrol,Manual,Petrol,1007000,34749,6,Mumbai
MG,Hector [2019-2021],Sharp 1.5 DCT Petrol,Automatic (DCT),Petrol,1365000,12000,5,Mumbai
BMW,X1 [2016-2020],sDrive20i xLine,Automatic,Petrol,3095000,23000,4,Mumbai
Mahindra,Alturas G4,4WD AT,Automatic (TC),Diesel,1520000,113684,5,Mumbai
Tata,Nexon [2017-2020],XM,Manual,Petrol,1017000,37957,3,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,478900,52000,8,Mumbai
Honda,Mobilio,S Petrol,Manual,Petrol,448000,21924,9,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 VX 8 STR,Manual,Diesel,1595000,141000,6,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,475100,38000,7,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,426600,38000,7,Thane
BMW,X5 [2012-2014],xDrive 30d,Automatic,Diesel,1515000,35000,10,Mumbai
Skoda,Octavia,L&K 2.0,Automatic (DCT),Petrol,2315000,38400,2,Mumbai
Renault,Kwid [2015-2019],1.0 RXL [2017-2019],Manual,Petrol,220000,50000,8,Mumbai
Skoda,Rapid,Ambition 1.6 MPI,Manual,Petrol,482700,55000,10,Mumbai
Mahindra,KUV100 [2016-2017],K6 D 6 STR,Manual,Diesel,468400,65000,8,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,921000,42000,7,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,921000,42000,7,Pune
Jeep,Compass [2017-2021],Limited 2.0 Diesel,Manual,Diesel,1021000,31000,7,Mumbai
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,579500,25100,4,Mumbai
Maruti Suzuki,Ciaz,Delta Hybrid 1.5 [2018-2020],Manual,Petrol,626400,27000,6,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,533400,53856,7,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,811000,20563,6,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,307000,59244,10,Mumbai
Maruti Suzuki,Ertiga [2015-2018],ZDI SHVS,Manual,Diesel,667000,56347,6,Mumbai
Maruti Suzuki,Ciaz [2017-2018],Delta 1.4 MT,Manual,Petrol,601200,37586,6,Mumbai
Maruti Suzuki,Swift,VXi,Manual,Petrol,723000,9000,2,Mumbai
Honda,BR-V,V CVT Petrol,Automatic (CVT),Petrol,872000,30660,6,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,898000,17000,2,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,585000,38000,6,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,847000,44081,8,Mumbai
MG,Hector [2021-2023],Shine 1.5 Petrol Turbo CVT,Automatic (CVT),Petrol,1315000,25600,3,Mumbai
Maruti Suzuki,Baleno [2015-2019],Zeta 1.2,Manual,Petrol,441500,57000,7,Mumbai
Toyota,Innova [2009-2012],2.5 VX 7 STR,Manual,Diesel,555400,88701,10,Mumbai
Renault,Triber,RXT,Manual,Petrol,859000,6000,1,Mumbai
Kia,Carnival,Limousine Plus 7 STR,Automatic (TC),Diesel,3115000,47000,3,Mumbai
Kia,Seltos [2019-2022],GTX Plus 1.4,Manual,Petrol,1505000,38000,3,Mumbai
Toyota,Corolla Altis [2008-2011],1.8 VL AT,Automatic,Petrol,717000,52000,10,Mumbai
Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,Manual,Petrol,495500,26000,5,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,585700,26000,6,Mumbai
Maruti Suzuki,Celerio,VXi,Manual,Petrol,518100,62159,6,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,758000,65000,6,Gurgaon
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,875000,65000,6,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 AT CRDI,Automatic,Diesel,1097000,46000,7,Mumbai
Mahindra,TUV300,T4 Plus,Manual,Diesel,418400,23187,9,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,619200,45000,6,Mumbai
Hyundai,Creta [2015-2017],1.6 S Petrol,Manual,Petrol,614400,60000,8,Mumbai
Tata,Harrier [2019-2023],Kaziranga XZA Plus,Automatic (TC),Diesel,2063000,26000,2,Mumbai
Maruti Suzuki,Ignis,Zeta 1.2 AMT,Automatic (AMT),Petrol,479800,36000,7,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,671900,76000,8,Mumbai
Nissan,Terrano [2013-2017],XV D THP 110 PS,Manual,Diesel,601100,32000,10,Mumbai
Maruti Suzuki,Ertiga [2012-2015],VXi,Manual,Petrol,451400,94993,10,Mumbai
Toyota,Corolla Altis [2014-2017],G,Manual,Diesel,747000,116000,9,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,686000,35000,7,Mumbai
Kia,Seltos [2019-2022],HTX Plus 1.5 Diesel,Manual,Diesel,1431000,57000,3,Mumbai
Honda,Amaze [2013-2016],1.2 S i-VTEC,Manual,Petrol,472300,14000,8,Mumbai
Hyundai,Creta [2015-2017],1.6 S Petrol,Manual,Petrol,626000,76000,7,Mumbai
Mahindra,XUV500 [2011-2015],W6,Manual,Diesel,556800,47000,10,Mumbai
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,2286000,71000,8,Mumbai
Honda,Jazz,V,Manual,Petrol,475500,20000,8,Mumbai
Tata,Punch,Accomplished Dazzle Pack MT,Manual,Petrol,848000,3500,2,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1137000,15200,2,Mumbai
Tata,Nexon [2017-2020],XZ,Manual,Petrol,816000,63000,3,Mumbai
Fiat,Avventura,Dynamic Multijet 1.3,Manual,Diesel,467600,60000,7,Mumbai
Maruti Suzuki,Ciaz,Delta Hybrid 1.5 [2018-2020],Manual,Petrol,633000,26000,5,Mumbai
Maruti Suzuki,Ciaz [2017-2018],Alpha 1.4 MT,Manual,Petrol,902000,45300,3,Mumbai
Honda,WR-V [2017-2020],VX MT Petrol,Manual,Petrol,666000,29659,6,Mumbai
Renault,Captur [2017-2019],Platine Mono Diesel,Manual,Diesel,847000,29000,5,Mumbai
Audi,Q3 [2015-2017],35 TDI Technology,Automatic,Diesel,1865000,95000,7,Mumbai
Maruti Suzuki,Ciaz [2014-2017],ZXi,Manual,Petrol,443200,47000,10,Mumbai
Maruti Suzuki,Ertiga,VXi,Manual,Petrol,610400,50000,7,Mumbai
Renault,Duster [2012-2015],110 PS RxL AWD Diesel,Manual,Diesel,610300,71000,9,Mumbai
Hyundai,Elite i20 [2019-2020],Sportz Plus 1.4 CRDi,Manual,Diesel,652000,56000,5,Mumbai
Skoda,Octavia [2013-2015],Elegance 1.8 TSI AT,Automatic,Petrol,707000,75000,10,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,477700,85000,8,Mumbai
Toyota,Fortuner [2012-2016],3.0 4x4 AT,Automatic,Diesel,1890000,99500,9,Mumbai
Maruti Suzuki,Ciaz [2014-2017],VXi,Manual,Petrol,419200,56100,9,Mumbai
Maruti Suzuki,Celerio,ZXi,Manual,Petrol,694000,5093,1,Mumbai
Honda,Jazz,V,Manual,Petrol,575700,28263,6,Mumbai
Skoda,Rapid [2014-2015],1.5 TDI CR Elegance,Manual,Diesel,481600,57300,9,Mumbai
Jeep,Meridian,Limited (O) 4X4 AT [2022],Automatic (TC),Diesel,2619000,8000,1,Mumbai
Hyundai,i20 [2010-2012],Magna 1.4 CRDI,Manual,Diesel,281200,75000,10,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6 CRDI,Manual,Diesel,833000,72000,8,Mumbai
Mahindra,XUV500 [2011-2015],W8,Manual,Diesel,847000,42000,9,Mumbai
Honda,Mobilio,S Diesel,Manual,Diesel,461100,88000,9,Mumbai
Mahindra,KUV100 [2016-2017],K8 D 6 STR,Manual,Diesel,507300,31000,8,Mumbai
Mahindra,KUV100 [2016-2017],K8 D 6 STR,Manual,Diesel,454500,31000,8,Thane
Renault,Kwid [2015-2019],1.0 RXT AMT Opt [2016-2019],Automatic (AMT),Petrol,456000,21600,5,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,307000,59000,10,Mumbai
Hyundai,Verna [2006-2010],i,Manual,Petrol,266500,59000,10,Pune
Hyundai,Tucson [2016-2020],GLS 4WD AT Diesel,Automatic,Diesel,1310000,60461,7,Mumbai
Renault,Kiger,RXZ AMT,Automatic (AMT),Petrol,1147000,2041,0,Mumbai
Maruti Suzuki,Vitara Brezza [2016-2020],ZDi,Manual,Diesel,480700,85718,8,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 G 8 STR,Manual,Diesel,1044000,81808,6,Mumbai
Honda,Civic,ZX MT Diesel,Manual,Diesel,1319000,59000,4,Mumbai
Nissan,Terrano,XL (P),Manual,Petrol,586000,52000,8,Mumbai
Hyundai,Elite i20 [2014-2015],Sportz 1.2,Manual,Petrol,527700,54000,5,Mumbai
Tata,Tiago,XZ,Manual,Petrol,452900,27636,6,Mumbai
Hyundai,Creta [2015-2017],1.6 SX,Manual,Diesel,807000,71507,6,Mumbai
Tata,Nexon [2017-2020],KRAZ Plus Diesel,Manual,Diesel,572300,54000,6,Mumbai
Hyundai,Creta [2017-2018],SX Plus 1.6  Petrol,Manual,Petrol,797000,76000,8,Mumbai
Toyota,Innova Crysta [2016-2020],2.8 GX AT 8 STR [2016-2020],Automatic,Diesel,1020000,60663,7,Mumbai
Hyundai,Creta [2019-2020],E Plus 1.6 CRDi,Manual,Diesel,769000,21000,5,Mumbai
BMW,X5 [2012-2014],xDrive 30d,Automatic,Diesel,6920000,46800,5,Mumbai
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,2669000,65000,6,Chandigarh
BMW,3 Series,320d Luxury Line,Automatic (TC),Diesel,2669000,65000,6,Mumbai
Maruti Suzuki,Ignis,Zeta 1.2 MT,Manual,Petrol,719000,9000,2,Mumbai
Hyundai,Grand i10 [2013-2017],Asta AT 1.2 Kappa VTVT [2013-2016],Automatic,Petrol,490900,33000,8,Mumbai
Toyota,Innova Crysta [2016-2020],2.4 G 7 STR,Manual,Diesel,794000,85000,8,Mumbai
Mahindra,XUV500 [2011-2015],W8,Manual,Diesel,629500,82000,10,Mumbai
Hyundai,Creta [2017-2018],E Plus 1.6 Petrol,Manual,Petrol,660000,73000,6,Mumbai
Hyundai,Grand i10 [2013-2017],Sports Edition 1.2L Kappa VTVT,Manual,Petrol,308100,41000,9,Mumbai
Maruti Suzuki,Ciaz [2017-2018],Zeta 1.3 Hybrid,Manual,Diesel,717000,28000,7,Mumbai
Maruti Suzuki,Baleno [2019-2022],Alpha,Manual,Petrol,583100,18000,6,Mumbai
Renault,Duster [2016-2019],110 PS RXZ 4X2 AMT Diesel,Automatic,Diesel,721000,62000,8,Mumbai
Tata,Tigor,XZ,Manual,Petrol,570300,17000,5,Mumbai
Maruti Suzuki,Swift DZire [2011-2015],VXi,Manual,Petrol,474600,51000,7,Mumbai
Ford,Endeavour [2016-2019],Trend 2.2 4x2 AT,Automatic,Diesel,1575000,86000,6,Mumbai
Maruti Suzuki,XL6,Zeta MT Petrol,Manual,Petrol,1183000,15714,2,Mumbai
Maruti Suzuki,Swift  [2005-2010],VDi,Manual,Diesel,275600,67000,8,Mumbai
Maruti Suzuki,Brezza,ZXi,Manual,Petrol,1135000,24997,2,Mumbai
